trade_date,close,AR,BR
2020-03-31,1871.9174,61.94072900748121,47.482974112267975
2020-04-01,1864.8002,59.25751183779627,50.752555007867116
2020-04-02,1916.9506,67.57790646467316,63.109447476832905
2020-04-03,1906.6747,67.3245977196698,59.08873624635622
2020-04-07,1969.7818,68.92054525844205,81.8951511957643
2020-04-08,1964.7573,67.65806892138178,71.37108143690718
2020-04-09,1997.1361,67.00169250636299,63.69780585495104
2020-04-10,1949.8848,64.52882214502247,62.45781134528124
2020-04-13,1923.0814,65.15711326024352,53.503870547776465
2020-04-14,1985.426,65.90256593646059,61.75394920679014
2020-04-15,1977.5145,69.10678879185798,74.1390949299376
2020-04-16,2008.3881,68.2955636700976,74.1513404085487
2020-04-17,2020.7696,74.76329757784043,83.21150916902464
2020-04-20,2043.437,80.04281431466535,100.0991440057688
2020-04-21,2023.9423,61.01116064617747,107.4485694251852
2020-04-22,2043.1705,78.70145785954048,133.27113635209508
2020-04-23,2029.5244,86.21208226905199,140.59615916596576
2020-04-24,2003.7478,83.09350137391128,128.0385622297256
2020-04-27,2018.6659,93.12243922813855,143.1669602870987
2020-04-28,2030.7242,94.51549489990666,130.63901569901418
2020-04-29,2030.4769,101.74728346738905,176.25777764506321
2020-04-30,2069.4321,118.12651096803388,186.22435367725222
2020-05-06,2110.2665,130.5195778644746,154.212763569464
2020-05-07,2106.8418,122.4790762764575,156.5506602585476
2020-05-08,2125.2433,141.84132105397072,170.12006791697868
2020-05-11,2102.8251,139.2535960447028,200.92596390738947
2020-05-12,2124.15,141.6718884445331,192.36252092100594
2020-05-13,2140.6809,145.17650764679937,191.32341534538165
2020-05-14,2117.6473,128.202274999558,166.14355457927837
2020-05-15,2124.3107,125.19620831535032,173.99788301755507
2020-05-18,2114.8582,115.35316768564346,133.08271105439638
2020-05-19,2144.1207,112.48880540827552,149.2881121976089
2020-05-20,2118.1192,101.68814670749377,127.63979241737384
2020-05-21,2099.4317,104.2626420293987,142.72182809425988
2020-05-22,2046.5956,93.22850351556636,136.55892380512108
2020-05-25,2052.3022,83.11525757996404,117.50347458577323
2020-05-26,2112.9733,91.48311059020905,134.94153715732105
2020-05-27,2071.4735,76.37365588741731,115.99907419589461
2020-05-28,2054.964,68.3212063139134,96.1454531946071
2020-05-29,2086.6658,72.42029650432919,96.18588496486686
2020-06-01,2158.2231,87.87748991483633,128.1778507677444
2020-06-02,2145.2857,76.95411423369154,124.07114995843389
2020-06-03,2143.1169,80.48121524490674,128.16566546978675
2020-06-04,2151.3849,83.93333926099051,137.43878897448405
2020-06-05,2166.3751,82.95902580822276,133.46420880714734
2020-06-08,2153.5642,82.17503975386911,142.6140673916045
2020-06-09,2181.5887,79.50625961314378,146.46167842199225
2020-06-10,2201.9882,76.05805528635385,135.35738522092083
2020-06-11,2195.6376,68.90881713532211,132.61222784001842
2020-06-12,2206.7641,83.42229693018345,126.87507493907975
2020-06-15,2219.5495,85.67804834162702,132.51276003801115
2020-06-16,2260.4575,95.25847314258672,159.3087455220694
2020-06-17,2263.9606,92.83779550010998,156.4691135961147
2020-06-18,2266.0319,85.22857814893766,147.68881440918676
2020-06-19,2319.4494,97.72915453806206,177.91580687930454
2020-06-22,2342.8804,105.69952535549676,191.86224565382454
2020-06-23,2382.0473,114.44665564033158,211.95308441260784
2020-06-24,2382.4734,112.80738010568565,190.86392050007996
2020-06-29,2372.5363,119.5498747117423,194.94707000832327
2020-06-30,2438.1967,141.24380266299573,236.86856857581503
2020-07-01,2419.6294,139.65968034704497,245.97184189121282
2020-07-02,2424.3934,140.04186712612307,239.1991970906131
2020-07-03,2462.5624,134.89012713496703,212.09980451145447
2020-07-06,2529.487,164.00585764141664,269.3143583860248
2020-07-07,2591.2634,202.6933225276262,378.0180799685074
2020-07-08,2651.9694,194.47722074553403,384.70428206286596
2020-07-09,2757.6534,209.0416877400887,365.7088693841763
2020-07-10,2778.4567,236.38988095158516,383.38801884365824
2020-07-13,2889.4265,269.35083414720555,449.9334900349986
2020-07-14,2858.6719,225.4916295585589,320.9114744153891
2020-07-15,2813.0607,197.4703708951742,275.88122227010183
2020-07-16,2646.2604,159.67738268830408,201.2492552423677
2020-07-17,2662.4024,159.1800947403359,202.0227041322935
2020-07-20,2697.3006,140.61774010321187,193.2896871886678
2020-07-21,2736.5118,142.00290267262014,200.65172568488418
2020-07-22,2769.028,142.2359724682464,218.35373950034545
2020-07-23,2799.6735,140.70878740151022,191.14700140519386
2020-07-24,2627.8426,118.15773088065325,138.3196750610175
2020-07-27,2631.7619,118.42790590173131,140.08884271610967
2020-07-28,2666.5213,116.94891056462416,147.46915031309922
2020-07-29,2767.4018,121.38069753972079,148.71806825721953
2020-07-30,2743.6336,113.20112443212366,139.65382022135643
2020-07-31,2795.3998,116.63417487419375,144.30015720635384
2020-08-03,2868.8821,118.05071683104276,154.36498709078074
2020-08-04,2832.8447,116.66190863425632,151.8711192287328
2020-08-05,2860.2415,113.73235363816254,142.0504593491428
2020-08-06,2814.3737,110.98821058566708,137.4582504711558
2020-08-07,2749.9533,103.2250476503361,125.47208425563394
2020-08-10,2735.2561,99.65405689797497,117.78117310594622
2020-08-11,2688.7004,93.5839997687073,110.1559515743207
2020-08-12,2635.5022,80.74816333909563,92.21870448923164
2020-08-13,2622.6405,76.2603837503243,88.62664326112993
2020-08-14,2668.7124,70.36022992025089,82.9199095733149
2020-08-17,2696.3924,66.5006555779526,82.2695608963161
2020-08-18,2701.0606,59.913465697682,74.1665657084176
2020-08-19,2612.8354,58.98297199743872,74.19719655091241
2020-08-20,2587.8614,62.37908263826137,74.81060587971791
2020-08-21,2632.452,71.36728883908367,90.43716454400771
2020-08-24,2684.6293,68.86014995987222,88.69443600603232
2020-08-25,2701.6042,77.73205105666065,92.12822749999043
2020-08-26,2644.144,72.56232602799855,84.01886304845767
2020-08-27,2689.1705,69.05890348781804,83.65277068530523
2020-08-28,2757.8387,72.05952825312711,92.141093883527
2020-08-31,2728.3134,79.64847155437243,112.87413667368303
2020-09-01,2750.4235,80.44061854061889,109.82650782848555
2020-09-02,2771.8503,84.0751864388002,106.75898699795381
2020-09-03,2746.9528,73.89125460373438,95.17499506411818
2020-09-04,2732.1546,81.77324830738691,89.59385586887792
2020-09-07,2641.2016,69.68489230493552,75.10563941464832
2020-09-08,2650.629,67.09949629859996,67.80797266806997
2020-09-09,2523.3957,61.06381535762828,56.743676432795574
2020-09-10,2483.0316,55.54611968038058,55.9354093618443
2020-09-11,2536.6181,66.47721545154923,64.38468125099688
2020-09-14,2572.6012,73.93107664786368,78.29194125509878
2020-09-15,2595.1539,75.77230906107954,84.25402317834289
2020-09-16,2554.7996,71.97709503037902,79.78388590475033
2020-09-17,2557.3211,81.32534878441432,89.37789880360036
2020-09-18,2596.0818,88.09217072175399,91.97485800538237
2020-09-21,2569.2194,80.40467894824084,85.50789950673193
2020-09-22,2555.5441,85.20657506000201,84.96575296411699
2020-09-23,2599.8846,87.7005574764798,87.90700675394416
2020-09-24,2535.8685,93.0235655188779,89.08207040604131
2020-09-25,2540.4261,90.13268180541178,94.17247825791691
2020-09-28,2521.246,83.69190539255439,84.83815743408535
2020-09-29,2563.3794,86.86969287719141,87.19055847508793
2020-09-30,2574.7583,83.03092731121251,85.38966267617764
2020-10-09,2672.9344,93.44583578180054,111.87696424341544
2020-10-12,2777.388,98.7346934841901,124.21783167491793
2020-10-13,2784.7166,90.98247275257516,113.39646657357622
2020-10-14,2764.2438,94.71955655747406,112.51986308735653
2020-10-15,2737.9628,89.85844527798609,109.88796320763205
2020-10-16,2724.4966,86.4353530642412,104.01947517229873
2020-10-19,2689.669,80.0523157832566,104.62707962509971
2020-10-20,2740.583,78.45604639183594,122.18358390389565
2020-10-21,2700.5327,80.53159427985143,131.2722073809659
2020-10-22,2673.585,78.10938444760505,120.34248402711121
2020-10-23,2600.8426,82.11258090748971,145.12141874201077
2020-10-26,2617.7427,90.80170358555547,142.77126268058424
2020-10-27,2650.7637,86.10777851524777,140.10303434754624
2020-10-28,2670.4815,86.10831807425049,126.90218406814246
2020-10-29,2699.9229,95.205627339454,123.5938302773752
2020-10-30,2655.8646,95.14796875059149,125.6505123705365
2020-11-02,2708.3878,101.0953206752272,140.84927047258003
2020-11-03,2744.3137,99.46107151515443,143.5732220987842
2020-11-04,2750.5536,103.3607540498507,147.081234052133
2020-11-05,2787.878,95.08741272969489,153.73311701487722
2020-11-06,2733.0715,80.47338319643329,129.1154178054349
2020-11-09,2813.9978,93.90215357189653,170.15761788014512
2020-11-10,2773.2176,87.81338282575696,149.85213694362832
2020-11-11,2681.5244,83.03411518588837,131.24212391407198
2020-11-12,2700.5098,79.89777609972485,129.64271551951487
2020-11-13,2706.8134,78.33716821786096,122.81546242219623
2020-11-16,2712.4087,70.8089827156714,97.8584800745945
2020-11-17,2658.0921,56.811789403679256,73.6771610415491
2020-11-18,2620.6722,55.221205813503445,72.63730463431423
