хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2020-03-11,'002918,цидхюЖи╞,24.1,24.79,23.99,24.55,24.25,-0.15,-0.6186,2.329,3177430,77600189.8,9719566487.4,3287993462.4
2020-03-10,'002918,цидхюЖи╞,24.25,24.44,23.0,23.0,23.07,1.18,5.1149,3.6267,4947935,117284312.5,9780061714.5,3308458152.0
2020-03-09,'002918,цидхюЖи╞,23.07,24.35,22.86,24.35,24.95,-1.88,-7.5351,3.7126,5065155,118399556.64,9304165927.98,3147469260.48
2020-03-06,'002918,цидхюЖи╞,24.95,25.4,24.12,24.61,25.1,-0.15,-0.5976,3.9945,5449731,133478387.81,10062372774.3,3403960036.8
2020-03-05,'002918,цидхюЖи╞,25.1,25.45,23.77,23.98,23.99,1.11,4.6269,6.1397,8376431,208434471.57,10122868001.4,3424424726.4
2020-03-04,'002918,цидхюЖи╞,23.99,24.5,22.15,22.15,22.29,1.7,7.6267,6.5218,8897712,210499241.2,9675203320.86,3272986023.36
2020-03-03,'002918,цидхюЖи╞,22.29,23.23,22.08,22.8,22.62,-0.33,-1.4589,3.7292,5087820,114380590.97,8989590747.06,3041052874.56
2020-03-02,'002918,цидхюЖи╞,22.62,23.0,21.3,21.3,20.91,1.71,8.1779,6.9426,9471911,213507039.77,9122680246.68,3086075191.68
2020-02-28,'002918,цидхюЖи╞,20.91,21.98,20.5,20.61,21.38,-0.47,-2.1983,5.402,7369971,156796735.2,8433034657.74,2852777730.24
2020-02-27,'002918,цидхюЖи╞,21.38,21.82,19.87,19.98,19.9,1.48,7.4372,5.3769,7335803,154662499.96,8622586369.32,2916900424.32
2020-02-26,'002918,цидхюЖи╞,19.9,20.5,19.49,20.03,20.04,-0.14,-0.6986,3.8675,5276530,105855101.11,8025700128.6,2714982153.6
2020-02-25,'002918,цидхюЖи╞,20.04,20.38,19.3,19.79,20.0,0.04,0.2,3.2998,4501964,89712293.68,8082162340.56,2734082530.56
2020-02-24,'002918,цидхюЖи╞,20.0,20.65,19.79,20.45,19.95,0.05,0.2506,4.1448,5654801,113705785.98,8066030280.0,2728625280.0
2020-02-21,'002918,цидхюЖи╞,19.95,20.24,19.8,20.0,20.05,-0.1,-0.4988,2.408,3258371,64974522.99,8023610700.0,2699549212.5
2020-02-20,'002918,цидхюЖи╞,20.05,20.28,19.61,20.16,20.13,-0.08,-0.3974,2.4649,3335416,66306783.3,8063829300.0,2713080787.5
2020-02-19,'002918,цидхюЖи╞,20.13,20.32,19.93,20.01,20.18,-0.05,-0.2478,2.1557,2917025,58799009.71,8096004180.0,2723906047.5
2020-02-18,'002918,цидхюЖи╞,20.18,20.2,19.26,19.26,19.26,0.92,4.7767,4.2252,5717342,113676658.11,8116113480.0,2730671835.0
2020-02-17,'002918,цидхюЖи╞,19.26,19.35,18.72,18.89,18.92,0.34,1.797,2.4456,3309237,63440811.21,7746102360.0,2606181345.0
2020-02-14,'002918,цидхюЖи╞,18.92,19.32,18.5,19.02,19.03,-0.11,-0.578,3.0389,4112164,77632930.77,7609359120.0,2560173990.0
2020-02-13,'002918,цидхюЖи╞,19.03,19.96,18.9,19.41,19.46,-0.43,-2.2097,3.2733,4429327,85407263.35,7653599580.0,2575058722.5
2020-02-12,'002918,цидхюЖи╞,19.46,19.64,19.07,19.17,19.64,-0.18,-0.9165,3.3672,4556379,88229367.31,7826539560.0,2633244495.0
2020-02-11,'002918,цидхюЖи╞,19.64,19.8,17.94,18.49,18.39,1.25,6.7972,5.3298,7212071,137777295.26,7898933040.0,2657601330.0
2020-02-10,'002918,цидхюЖи╞,18.39,18.88,17.6,17.81,17.81,0.58,3.2566,4.4069,5963257,108762581.01,7396200540.0,2488456642.5
2020-02-07,'002918,цидхюЖи╞,17.81,18.46,17.5,18.46,18.33,-0.52,-2.8369,3.7493,5073355,90412834.2,7162932660.0,2409973507.5
2020-02-06,'002918,цидхюЖи╞,18.33,19.02,17.87,18.18,18.18,0.15,0.8251,3.2171,4353222,79891434.2,7372069380.0,2480337697.5
2020-02-05,'002918,цидхюЖи╞,18.18,19.29,17.73,18.04,17.94,0.24,1.3378,3.3946,4593372,84946095.82,7311741480.0,2460040335.0
2020-02-04,'002918,цидхюЖи╞,17.94,18.38,16.9,17.02,17.68,0.26,1.4706,4.9013,6632285,117017380.58,7215216840.0,2427564555.0
2020-02-03,'002918,цидхюЖи╞,17.68,18.01,17.68,17.68,19.64,-1.96,-9.9796,1.6315,2207733,39092312.37,7110648480.0,2392382460.0
2020-01-23,'002918,цидхюЖи╞,19.64,20.32,19.22,19.91,20.2,-0.56,-2.7723,2.4053,3254721,64210412.44,7898933040.0,2657601330.0
2020-01-22,'002918,цидхюЖи╞,20.2,20.5,19.37,19.37,20.26,-0.06,-0.2962,2.8224,3819206,76117707.71,8124157200.0,2733378150.0
2020-01-21,'002918,цидхюЖи╞,20.26,22.04,19.88,21.95,21.82,-1.56,-7.1494,4.9768,6734399,140080396.35,8148288360.0,2741497095.0
2020-01-20,'002918,цидхюЖи╞,21.82,22.16,21.35,21.99,22.04,-0.22,-0.9982,2.7492,3720113,80941115.77,8775698520.0,2952589665.0
2020-01-17,'002918,цидхюЖи╞,22.04,22.04,19.99,19.99,20.04,2.0,9.98,5.7235,7744794,166584056.44,8864179440.0,2982359130.0
2020-01-16,'002918,цидхюЖи╞,20.04,20.29,20.01,20.07,20.16,-0.12,-0.5952,1.0176,1376925,27669916.15,8059807440.0,2711727630.0
2020-01-15,'002918,цидхюЖи╞,20.16,20.46,19.95,19.99,20.18,-0.02,-0.0991,1.4675,1985710,40140624.35,8108069760.0,2727965520.0
2020-01-14,'002918,цидхюЖи╞,20.18,20.88,19.86,20.51,20.56,-0.38,-1.8482,2.958,4002697,80779284.53,8116113480.0,2730671835.0
2020-01-13,'002918,цидхюЖи╞,20.56,20.83,20.1,20.58,20.54,0.02,0.0974,1.9303,2612030,53524346.15,8268944160.0,2782091820.0
2020-01-10,'002918,цидхюЖи╞,20.54,20.65,20.39,20.65,20.65,-0.11,-0.5327,0.9979,1350316,27695007.25,8260900440.0,2779385505.0
2020-01-09,'002918,цидхюЖи╞,20.65,20.93,20.32,20.73,20.7,-0.05,-0.2415,1.6498,2232449,46049514.43,8305140900.0,2794270237.5
2020-01-08,'002918,цидхюЖи╞,20.7,20.97,20.32,20.72,20.73,-0.03,-0.1447,2.2732,3076061,63333078.3,8325250200.0,2801036025.0
2020-01-07,'002918,цидхюЖи╞,20.73,21.05,20.0,20.13,20.35,0.38,1.8673,3.7117,5022524,103239939.24,8337315780.0,2805095497.5
2020-01-06,'002918,цидхюЖи╞,20.35,20.79,20.13,20.7,20.7,-0.35,-1.6908,2.9183,3948879,80873379.66,8184485100.0,2753675512.5
2020-01-03,'002918,цидхюЖи╞,20.7,21.16,20.0,20.35,20.36,0.34,1.6699,2.9125,3941098,81421300.36,8325250200.0,2801036025.0
