�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2020-02-28,'600660,腦珓產薛,23.17,23.8,23.02,23.8,24.3,-1.13,-4.6502,1.022,20469539,477055349.0,58124668216.4,46409193312.4
2020-02-27,'600660,腦珓產薛,24.3,24.81,24.2,24.59,24.5,-0.2,-0.8163,0.6199,12417061,303547565.0,60959406027.6,48672567867.6
2020-02-26,'600660,腦珓產薛,24.5,24.98,24.5,24.71,24.97,-0.47,-1.8823,0.6468,12954442,320262192.0,61461129534.0,49073165134.0
2020-02-25,'600660,腦珓產薛,24.97,25.1,24.5,24.8,25.16,-0.19,-0.7552,0.6927,13874155,344636365.0,62640179774.0,50014568710.0
2020-02-24,'600660,腦珓產薛,25.16,25.22,24.77,24.97,25.01,0.15,0.5998,0.9879,19788063,494330919.0,63116817105.1,50395136113.1
2020-02-21,'600660,腦珓產薛,25.01,25.38,24.66,25.15,25.09,-0.08,-0.3189,0.9342,18712358,466955034.0,62740524475.3,50094688163.3
2020-02-20,'600660,腦珓產薛,25.09,25.15,24.6,24.7,24.64,0.45,1.8263,0.7575,15172027,378781643.0,62941213877.9,50254927069.9
2020-02-19,'600660,腦珓產薛,24.64,25.05,24.6,24.99,24.91,-0.27,-1.0839,0.4856,9727410,240941382.0,61812335988.5,49353583220.5
2020-02-18,'600660,腦珓產薛,24.91,25.4,24.79,25.28,25.28,-0.37,-1.4636,0.5906,11828698,295130672.0,62489662722.1,49894389530.1
2020-02-17,'600660,腦珓產薛,25.28,25.42,24.5,24.5,24.39,0.89,3.649,0.7554,15129998,379528541.0,63417851209.0,50635494473.0
2020-02-14,'600660,腦珓產薛,24.39,24.5,23.96,24.01,24.13,0.26,1.0775,0.4146,8303766,202168728.0,61185181605.5,48852836637.5
2020-02-13,'600660,腦珓產薛,24.13,24.65,24.07,24.6,24.51,-0.38,-1.5504,0.4793,9600198,233776223.0,60532941047.2,48332060191.2
2020-02-12,'600660,腦珓產薛,24.51,24.71,24.2,24.51,24.47,0.04,0.1635,0.6645,13310572,324939292.0,61486215709.3,49093194997.3
2020-02-11,'600660,腦珓產薛,24.47,24.73,24.01,24.29,24.13,0.34,1.409,0.6846,13711622,335346908.0,61385871008.0,49013075544.0
2020-02-10,'600660,腦珓產薛,24.13,24.15,23.5,23.75,23.83,0.3,1.2589,0.6783,13586718,324926889.0,60532941047.2,48332060191.2
2020-02-07,'600660,腦珓產薛,23.83,23.95,23.41,23.95,23.95,-0.12,-0.501,0.636,12739406,300876587.0,59780355787.6,47731164291.6
2020-02-06,'600660,腦珓產薛,23.95,24.3,23.33,23.7,23.9,0.05,0.2092,1.0336,20703776,493596000.0,60081389891.4,47971522651.4
2020-02-05,'600660,腦珓產薛,23.9,24.36,23.66,23.95,23.86,0.04,0.1676,0.7331,14684801,352967222.0,59955959014.8,47871373334.8
2020-02-04,'600660,腦珓產薛,23.86,24.38,22.79,22.79,22.68,1.18,5.2028,0.8613,17252468,408530165.0,59855614313.5,47791253881.5
2020-02-03,'600660,腦珓產薛,22.68,23.48,22.13,22.13,24.59,-1.91,-7.7674,1.2931,25900307,587319999.0,56895445625.8,45427730009.8
2020-01-23,'600660,腦珓產薛,24.59,25.09,24.0,25.05,25.0,-0.41,-1.64,0.9366,18759408,461963216.0,61686905111.9,49253433903.9
2020-01-22,'600660,腦珓產薛,25.0,25.15,24.25,24.74,24.75,0.25,1.0101,0.6363,12745342,317457454.0,62715438300.0,50074658300.0
2020-01-21,'600660,腦珓產薛,24.75,25.15,24.56,25.15,25.02,-0.27,-1.0791,0.6724,13468638,333375337.0,62088283917.0,49573911717.0
2020-01-20,'600660,腦珓產薛,25.02,25.53,24.88,25.45,25.64,-0.62,-2.4181,0.8446,16916831,423759034.0,62765610650.6,50114718026.6
2020-01-17,'600660,腦珓產薛,25.64,25.95,25.08,25.82,25.82,-0.18,-0.6971,0.8653,17331259,440546221.0,64320953520.5,51356569552.5
2020-01-16,'600660,腦珓產薛,25.82,26.08,25.68,25.9,25.79,0.03,0.1163,0.5332,10679762,276053408.0,64772504676.2,51717107092.2
2020-01-15,'600660,腦珓產薛,25.79,26.11,25.53,26.01,26.19,-0.4,-1.5273,0.7775,15572480,401215389.0,64697246150.3,51657017502.3
2020-01-14,'600660,腦珓產薛,26.19,26.25,25.35,25.35,25.24,0.95,3.7639,1.1875,23785606,618321591.0,65700693163.1,52458212035.1
2020-01-13,'600660,腦珓產薛,25.24,25.24,24.76,24.98,25.07,0.17,0.6781,0.6684,13387918,335526387.0,63317506507.7,50555375019.7
2020-01-10,'600660,腦珓產薛,25.07,25.29,24.97,25.2,25.09,-0.02,-0.0797,0.4417,8847176,222065662.0,62891041527.2,50214867343.2
2020-01-09,'600660,腦珓產薛,25.09,25.48,24.85,25.26,25.01,0.08,0.3199,0.6243,12505319,313396642.0,62941213877.9,50254927069.9
2020-01-08,'600660,腦珓產薛,25.01,25.46,24.72,24.93,24.91,0.1,0.4014,0.8252,16529001,414499902.0,62740524475.3,50094688163.3
2020-01-07,'600660,腦珓產薛,24.91,25.25,24.81,25.06,24.87,0.04,0.1608,0.6396,12812018,319893725.0,62489662722.1,49894389530.1
2020-01-06,'600660,腦珓產薛,24.87,25.43,24.21,24.41,24.52,0.35,1.4274,1.1242,22516664,563799414.0,62389318020.8,49814270076.8
2020-01-03,'600660,腦珓產薛,24.52,24.68,24.34,24.58,24.56,-0.04,-0.1629,0.7004,14029674,343939381.0,61511301884.6,49113224860.6
