代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,今开,昨收,量比,换手率,市盈率,市净率
603439,贵州三力,20.48,-5.19%,-1.12,2.85万,5912.84万,4.49%,21.35,20.38,21.3,21.6,1.21,6.99%,128.6,8.91
600455,博通股份,18.64,-5.19%,-1.02,9317,1765.60万,4.83%,19.58,18.63,19.58,19.66,2.18,1.49%,39.48,6.79
603126,中材节能,6.21,-5.19%,-0.34,20.28万,1.29亿,6.87%,6.63,6.18,6.55,6.55,1.11,3.32%,58.29,2.16
603233,大参林,78.21,-5.20%,-4.29,4.56万,3.62亿,5.61%,82.69,78.06,81.7,82.5,1.48,0.69%,44.56,10.12
600615,丰华股份,6.01,-5.21%,-0.33,2.96万,1823.33万,6.47%,6.4,5.99,6.4,6.34,2.63,1.58%,-236.98,1.8
603320,迪贝电气,10.56,-5.21%,-0.58,1.00万,1073.72万,5.48%,11.09,10.48,11.09,11.14,1.51,0.77%,32.48,2.06
600051,宁波联合,8.19,-5.21%,-0.45,3.87万,3236.36万,5.32%,8.65,8.19,8.63,8.64,1.99,1.24%,5.56,0.86
605136,丽人丽妆,26.17,-5.22%,-1.44,2.66万,7144.68万,5.65%,27.65,26.09,27.12,27.61,1.03,6.65%,40.97,4.77
603577,汇金通,8.72,-5.22%,-0.48,1.67万,1491.49万,5.43%,9.2,8.7,9.2,9.2,1.8,0.68%,20.24,1.91
600666,ST瑞德,1.09,-5.22%,-0.06,8.99万,983.29万,3.48%,1.13,1.09,1.13,1.15,2.32,1.12%,-6.01,2.32
600145,*ST新亿,1.09,-5.22%,-0.06,5.54万,606.01万,2.61%,1.12,1.09,1.12,1.15,1.33,0.37%,6905.02,2.62
605266,健之佳,101.43,-5.22%,-5.59,1.06万,1.10亿,5.91%,107.58,101.26,107.02,107.02,1.37,8.01%,23.57,3.28
688555,泽达易盛,32.99,-5.23%,-1.82,3038,1024.45万,5.37%,34.8,32.93,34.15,34.81,1.38,1.54%,41.9,3.43
688256,寒武纪-U,142.25,-5.23%,-7.85,8512,1.24亿,5.64%,149.98,141.51,149.78,150.1,1.19,2.74%,-137.91,8.69
600652,ST游久,1.63,-5.23%,-0.09,7.21万,1186.55万,5.23%,1.72,1.63,1.72,1.72,1.93,0.87%,-195.35,0.8
603757,大元泵业,18.28,-5.24%,-1.01,2.00万,3748.96万,6.32%,19.5,18.28,19.5,19.29,2.16,1.22%,13.4,2.46
603533,掌阅科技,30.75,-5.24%,-1.7,10.21万,3.19亿,5.30%,32.4,30.68,32.1,32.45,1.66,2.55%,55.67,9.17
603256,宏和科技,8.32,-5.24%,-0.46,4.08万,3456.52万,5.92%,8.79,8.27,8.79,8.78,0.84,3.00%,63.85,5.04
688256,寒武纪-U,142.25,-5.23%,-7.85,8512,1.24亿,5.64%,149.98,141.51,149.78,150.1,1.19,2.74%,-137.91,8.69
600652,ST游久,1.63,-5.23%,-0.09,7.21万,1186.93万,5.23%,1.72,1.63,1.72,1.72,1.93,0.87%,-195.35,0.8
603256,宏和科技,8.32,-5.24%,-0.46,4.08万,3457.35万,5.92%,8.79,8.27,8.79,8.78,0.84,3.00%,63.85,5.04
603908,牧高笛,21.7,-5.24%,-1.2,5259,1167.04万,5.37%,22.91,21.68,22.83,22.9,1.99,0.79%,21.91,3.26
605136,丽人丽妆,26.16,-5.25%,-1.45,2.66万,7151.49万,5.65%,27.65,26.09,27.12,27.61,1.03,6.66%,40.96,4.77
600613,神奇制药,4.51,-5.25%,-0.25,3.18万,1468.96万,5.88%,4.78,4.5,4.78,4.76,2.6,0.66%,-12.29,0.97
603041,美思德,13.33,-5.26%,-0.74,1.72万,2346.58万,5.54%,14.09,13.31,14.01,14.07,1.53,1.23%,15.59,2.17
600247,*ST成城,1.08,-5.26%,-0.06,3.37万,367.31万,5.26%,1.14,1.08,1.14,1.14,0.81,1.00%,-7.43,-3.3
600090,*ST济堂,1.26,-5.26%,-0.07,22.77万,2925.95万,6.02%,1.34,1.26,1.33,1.33,1.36,1.58%,86.9,0.29
688095,福昕软件,222.68,-5.27%,-12.38,5476,1.24亿,6.56%,235.5,220.08,235.1,235.06,2.06,5.02%,86.82,3.57
603533,掌阅科技,30.74,-5.27%,-1.71,10.21万,3.19亿,5.30%,32.4,30.68,32.1,32.45,1.66,2.55%,55.65,9.16
688122,西部超导,74.52,-5.28%,-4.15,10.22万,7.69亿,8.94%,79.43,72.4,78.8,78.67,2.43,3.29%,90.71,12.13
603936,博敏电子,11.49,-5.28%,-0.64,6.66万,7896.73万,5.69%,12.17,11.48,12.01,12.13,1.44,1.68%,28.1,1.72
688136,科兴制药,39.3,-5.28%,-2.19,3.10万,1.24亿,5.54%,41.4,39.1,41.4,41.49,1.09,7.58%,49.85,4.32
600158,中体产业,11.27,-5.29%,-0.63,18.65万,2.15亿,6.89%,11.98,11.16,11.88,11.9,1.16,2.84%,642,4.41
600396,金山股份,2.68,-5.30%,-0.15,24.46万,6682.99万,4.95%,2.81,2.67,2.78,2.83,0.82,1.66%,1668.71,1.93
603157,*ST拉夏,1.25,-5.30%,-0.07,4.71万,601.75万,5.30%,1.32,1.25,1.32,1.32,1.89,3.23%,-0.66,1.49
603133,碳元科技,10.53,-5.31%,-0.59,2.27万,2451.18万,5.76%,11.15,10.51,11.12,11.12,1.07,1.09%,-30.27,2.64
603958,哈森股份,5.52,-5.32%,-0.31,1.92万,1084.27万,5.66%,5.83,5.5,5.83,5.83,1.7,0.89%,-26.45,1.22
688078,龙软科技,25.74,-5.33%,-1.45,4025,1059.14万,6.69%,27.56,25.74,27.56,27.19,1.06,1.18%,52.92,3.74
688004,博汇科技,43.57,-5.30%,-2.44,2449,1093.33万,5.37%,45.98,43.51,45.8,46.01,1.55,1.82%,115.47,3.63
603133,碳元科技,10.53,-5.31%,-0.59,2.27万,2451.50万,5.76%,11.15,10.51,11.12,11.12,1.07,1.09%,-30.27,2.64
603958,哈森股份,5.52,-5.32%,-0.31,1.92万,1084.27万,5.66%,5.83,5.5,5.83,5.83,1.7,0.89%,-26.45,1.22
688078,龙软科技,25.74,-5.33%,-1.45,4025,1059.14万,6.69%,27.56,25.74,27.56,27.19,1.06,1.18%,52.92,3.74
600225,*ST松江,1.24,-5.34%,-0.07,7.43万,929.80万,6.11%,1.32,1.24,1.29,1.31,2.36,0.80%,-1.91,-8.29
688551,科威尔,31.45,-5.36%,-1.78,8545,2720.82万,6.26%,33.2,31.12,33.1,33.23,1.6,4.70%,53.37,2.79
603166,福达股份,5.64,-5.37%,-0.32,2.26万,1305.11万,6.54%,6,5.61,5.96,5.96,1.66,0.38%,18.95,1.52
688585,上纬新材,12.13,-5.38%,-0.69,1.96万,2494.92万,9.52%,13.28,12.06,12.85,12.82,1.42,5.01%,36.73,4.61
600622,光大嘉宝,3.15,-5.41%,-0.18,14.57万,4719.86万,6.01%,3.34,3.14,3.33,3.33,1.98,0.97%,11.9,0.72
603138,海量数据,13.12,-5.41%,-0.75,2.34万,3157.48万,5.91%,13.9,13.08,13.87,13.87,1.56,0.93%,124.53,6.62
688081,兴图新科,29.48,-5.42%,-1.69,5193,1562.16万,6.19%,31.35,29.42,31.34,31.17,1.67,1.68%,955.04,3.11
603601,再升科技,13.38,-5.44%,-0.77,9.40万,1.28亿,5.16%,14.06,13.33,14.06,14.15,1.76,1.31%,22.72,5.37
605222,起帆电缆,20.43,-5.46%,-1.18,2.08万,4373.99万,5.83%,21.6,20.34,21.51,21.61,2.09,4.17%,19.95,3.01
600613,神奇制药,4.5,-5.46%,-0.26,3.20万,1476.07万,5.88%,4.78,4.5,4.78,4.76,2.62,0.67%,-12.26,0.97
603339,四方科技,10.73,-5.46%,-0.62,4.91万,5396.87万,4.41%,11.21,10.71,11.2,11.35,0.95,1.59%,25.81,1.84
603516,淳中科技,30.9,-5.48%,-1.79,8519,2688.99万,5.90%,32.68,30.75,32.6,32.69,1.2,0.97%,36.67,4.58
600644,乐山电力,5.69,-5.48%,-0.33,9.42万,5453.73万,4.65%,5.91,5.63,5.91,6.02,0.62,1.75%,13.18,1.84
603090,宏盛股份,13.95,-5.49%,-0.81,9634,1363.06万,6.37%,14.75,13.81,14.63,14.76,2.79,0.96%,62.22,2.74
600146,*ST环球,0.86,-5.49%,-0.05,3.49万,300.36万,0.00%,0.86,0.86,0.86,0.91,0.26,0.74%,-3.26,0.54
603025,大豪科技,26.9,-5.51%,-1.57,28.42万,7.59亿,6.18%,27.76,26,27.55,28.47,0.78,3.08%,158.45,14.54
603516,淳中科技,30.9,-5.48%,-1.79,8530,2692.39万,5.90%,32.68,30.75,32.6,32.69,1.21,0.97%,36.67,4.58
603380,易德龙,18.97,-5.48%,-1.1,1.99万,3869.43万,5.38%,19.98,18.9,19.87,20.07,1.75,1.25%,19.18,3.25
603090,宏盛股份,13.95,-5.49%,-0.81,9634,1363.06万,6.37%,14.75,13.81,14.63,14.76,2.79,0.96%,62.22,2.74
600146,*ST环球,0.86,-5.49%,-0.05,3.49万,300.36万,0.00%,0.86,0.86,0.86,0.91,0.26,0.74%,-3.26,0.54
688010,福光股份,26.97,-5.50%,-1.57,1.20万,3304.68万,5.47%,28.48,26.92,28.31,28.54,1.61,1.97%,88.67,2.32
688086,紫晶存储,38.26,-5.53%,-2.24,8556,3338.64万,4.94%,40.12,38.12,40.1,40.5,1.31,1.87%,66.6,4
603348,文灿股份,25.6,-5.54%,-1.5,6.00万,1.56亿,5.17%,26.9,25.5,26.9,27.1,1.15,5.95%,67.01,2.81
600353,旭光电子,5.12,-5.54%,-0.3,4.56万,2390.69万,6.09%,5.4,5.07,5.37,5.42,2.23,0.84%,34.47,2.42
603392,万泰生物,242.1,-5.54%,-14.2,2.30万,5.58亿,6.86%,252.93,235.36,252.93,256.3,1.66,5.28%,168.7,44.8
688399,硕世生物,188.88,-5.56%,-11.12,1.42万,2.71亿,5.50%,199,188,199,200,1.45,4.19%,14.27,7.76
603983,丸美股份,50.76,-5.58%,-3,1.90万,9875.04万,6.85%,54.08,50.4,53.59,53.76,1.91,2.47%,45.17,7.14
600268,国电南自,7.09,-5.59%,-0.42,14.53万,1.05亿,5.59%,7.44,7.02,7.43,7.51,0.93,2.09%,-40.32,2.16
603869,新智认知,8.6,-5.60%,-0.51,3.92万,3415.46万,7.24%,9.17,8.51,9.17,9.11,1.72,0.78%,-20.3,1.14
600300,维维股份,4.89,-5.60%,-0.29,99.16万,4.86亿,5.41%,5.08,4.8,5.08,5.18,0.97,5.93%,19.39,2.89
605336,帅丰电器,26.3,-5.60%,-1.56,2.08万,5608.94万,5.53%,27.79,26.25,27.6,27.86,1.85,5.92%,22.25,2.27
603657,春光科技,16.3,-5.62%,-0.97,1.29万,2152.79万,6.37%,17.4,16.3,17.05,17.27,1.78,3.22%,17.5,2.39
688377,迪威尔,17.47,-5.62%,-1.04,7218,1298.54万,5.67%,18.52,17.47,18.51,18.51,2.19,1.63%,36.27,2.26
688123,聚辰股份,56.21,-5.62%,-3.35,7529,4345.52万,5.52%,59.39,56.1,59.1,59.56,1.27,0.91%,42.64,4.79
600812,华北制药,10.57,-5.63%,-0.63,21.45万,2.32亿,6.16%,11.19,10.5,11.19,11.2,1.26,1.32%,100.93,3.06
688025,杰普特,42.09,-5.63%,-2.51,8220,3522.51万,5.07%,44.3,42.04,44.3,44.6,1.06,1.71%,69.79,2.44
688025,杰普特,42.09,-5.63%,-2.51,8223,3523.77万,5.07%,44.3,42.04,44.3,44.6,1.06,1.71%,69.79,2.44
603887,城地香江,16.37,-5.65%,-0.98,2.69万,4529.21万,6.28%,17.4,16.31,17.25,17.35,1.75,0.94%,16.27,1.7
603800,道森股份,9.02,-5.65%,-0.54,1.03万,948.15万,5.75%,9.55,9,9.52,9.56,2.31,0.49%,-93.71,2.09
603603,博天环境,4.83,-5.66%,-0.29,9.38万,4682.53万,7.42%,5.19,4.81,5,5.12,1.78,3.66%,-20.42,2.24
600647,同达创业,10.49,-5.67%,-0.63,1.14万,1226.02万,5.85%,11.13,10.48,11.13,11.12,0.56,0.82%,307.42,5.01
603559,中通国脉,14.44,-5.68%,-0.87,3.00万,4435.96万,5.88%,15.23,14.33,15.23,15.31,1.33,2.09%,484.82,2.34
603168,莎普爱思,7.12,-5.70%,-0.43,4.68万,3397.81万,5.56%,7.52,7.1,7.48,7.55,3.15,1.45%,-61.4,1.58
688036,传音控股,150.6,-5.70%,-9.11,4.11万,6.39亿,5.84%,159.65,150.33,159.6,159.71,1.09,1.06%,46.24,12.39
601038,一拖股份,11.24,-5.70%,-0.68,8.67万,1.00亿,6.71%,11.93,11.13,11.93,11.92,0.96,1.46%,17.4,2.44
688393,安必平,34.95,-5.72%,-2.12,4962,1769.15万,5.40%,36.81,34.81,36.8,37.07,1.8,2.34%,36.86,2.84
600353,旭光电子,5.11,-5.72%,-0.31,4.57万,2395.60万,6.09%,5.4,5.07,5.37,5.42,2.23,0.84%,34.41,2.42
603633,徕木股份,8.73,-5.72%,-0.53,2.91万,2610.90万,7.24%,9.27,8.6,9.27,9.26,2.24,1.11%,55.55,2.18
603895,天永智能,16.3,-5.73%,-0.99,6648,1111.29万,5.55%,17.24,16.28,17.11,17.29,1.16,2.03%,58.94,2.91
603180,金牌厨柜,45.05,-5.73%,-2.74,1.79万,8177.79万,6.84%,47.88,44.61,47.71,47.79,2.67,1.76%,23.48,3.42
603708,家家悦,20.01,-5.75%,-1.22,14.34万,2.92亿,6.59%,21.3,19.9,21.24,21.23,1.86,2.36%,23.49,4.06
688068,热景生物,40.66,-5.75%,-2.48,1.01万,4201.34万,6.75%,43.48,40.57,43.48,43.14,1.37,2.34%,373.84,4.01
600136,当代文体,5.9,-5.75%,-0.36,6.28万,3790.41万,6.23%,6.25,5.86,6.25,6.26,1.15,1.29%,-1.99,1.14
603025,大豪科技,26.83,-5.76%,-1.64,28.45万,7.60亿,6.18%,27.76,26,27.55,28.47,0.78,3.09%,158.04,14.51
603689,皖天然气,11.26,-5.77%,-0.69,6.30万,7270.69万,7.03%,11.96,11.12,11.96,11.95,1.09,1.88%,19.17,1.65
600093,易见股份,7.34,-5.78%,-0.45,10.61万,7965.90万,6.55%,7.81,7.3,7.79,7.79,1.95,0.95%,24.12,1
600798,宁波海运,5.37,-5.79%,-0.33,143.87万,8.07亿,12.11%,5.99,5.3,5.43,5.7,1.32,13.96%,34.63,1.8
688056,莱伯泰科,28.95,-5.79%,-1.78,6086,1797.48万,5.66%,30.62,28.88,30.6,30.73,2.38,3.94%,40.11,2.71
605058,澳弘电子,22.02,-5.82%,-1.36,1.94万,4368.63万,5.95%,23.39,22,23.28,23.38,1.65,5.42%,27.74,2.49
600199,金种子酒,18.12,-5.82%,-1.12,44.94万,8.20亿,6.50%,19.25,18,19.25,19.24,0.7,7.41%,-85.13,4.38
603168,莎普爱思,7.11,-5.83%,-0.44,4.68万,3398.80万,5.56%,7.52,7.1,7.48,7.55,3.15,1.45%,-61.31,1.57
603633,徕木股份,8.72,-5.83%,-0.54,2.92万,2620.51万,7.24%,9.27,8.6,9.27,9.26,2.25,1.11%,55.48,2.18
601956,东贝集团,8.72,-5.83%,-0.54,15.26万,1.36亿,5.18%,9.08,8.6,9.06,9.26,0.64,7.37%,42.78,4.67
688022,瀚川智能,29,-5.84%,-1.8,1.69万,4997.45万,5.78%,30.56,28.78,30.2,30.8,1.53,2.93%,106.04,3.59
688098,申联生物,16.1,-5.85%,-1,1.63万,2676.61万,6.61%,17.14,16.01,17.14,17.1,1.17,0.62%,36,4.71
688311,盟升电子,104.5,-5.86%,-6.5,2.26万,2.40亿,8.19%,111.97,102.88,111,111,1.38,8.58%,255.78,7.63
603859,能科股份,30.54,-5.86%,-1.9,3.24万,1.00亿,6.41%,32.43,30.35,32.01,32.44,2.1,2.50%,39.64,3.11
603603,博天环境,4.82,-5.86%,-0.3,9.39万,4689.23万,7.42%,5.19,4.81,5,5.12,1.79,3.67%,-20.38,2.23
688600,皖仪科技,15.89,-5.86%,-0.99,6872,1122.24万,5.69%,16.81,15.85,16.81,16.88,1.9,2.17%,1169.51,2.73
603025,大豪科技,26.8,-5.87%,-1.67,28.46万,7.61亿,6.18%,27.76,26,27.55,28.47,0.78,3.09%,157.86,14.49
600114,东睦股份,7.16,-5.91%,-0.45,8.77万,6431.82万,6.31%,7.64,7.16,7.64,7.61,1.77,1.43%,68.42,1.7
688233,神工股份,42.93,-5.92%,-2.7,1.55万,6901.42万,8.39%,46.38,42.55,45.54,45.63,1.62,4.07%,89.14,5.87
603557,起步股份,8.42,-5.92%,-0.53,10.67万,9124.10万,4.25%,8.78,8.4,8.75,8.95,0.88,2.16%,34.62,2.61
605369,拱东医疗,55.39,-5.93%,-3.49,1.04万,5916.63万,5.98%,58.88,55.36,58.86,58.88,2.07,5.21%,20.91,3.88
603809,豪能股份,20.46,-5.93%,-1.29,2.99万,6199.70万,7.26%,21.9,20.32,21.76,21.75,1.15,1.43%,24,2.63
605007,五洲特纸,23.03,-5.96%,-1.46,5.50万,1.28亿,4.57%,24.12,23,23.88,24.49,1.14,13.74%,28.31,5.78
603809,豪能股份,20.46,-5.93%,-1.29,2.99万,6207.88万,7.26%,21.9,20.32,21.76,21.75,1.14,1.43%,24,2.63
605338,巴比食品,37.39,-5.94%,-2.36,3.08万,1.18亿,8.03%,40.46,37.27,40.15,39.75,1.38,4.96%,67.52,5.94
601956,东贝集团,8.71,-5.94%,-0.55,15.29万,1.36亿,5.18%,9.08,8.6,9.06,9.26,0.64,7.39%,42.73,4.66
603718,海利生物,12.15,-5.96%,-0.77,10.51万,1.30亿,6.19%,12.88,12.08,12.85,12.92,0.89,1.63%,864.39,7.53
688155,先惠技术,64.04,-5.96%,-4.06,6826,4483.18万,5.70%,67.9,64.02,67,68.1,0.86,3.97%,116.91,4.5
600589,广东榕泰,2.99,-5.97%,-0.19,10.91万,3337.53万,6.29%,3.18,2.98,3.17,3.18,2.46,1.55%,78.12,0.8
600468,百利电气,4.09,-5.98%,-0.26,8.76万,3674.10万,6.67%,4.36,4.07,4.33,4.35,1.5,0.78%,40.97,2.57
605007,五洲特纸,23.02,-6.00%,-1.47,5.50万,1.28亿,4.57%,24.12,23,23.88,24.49,1.15,13.76%,28.29,5.78
688013,天臣医疗,27.56,-6.00%,-1.76,5897,1669.43万,6.89%,29.3,27.28,29.3,29.32,2.06,3.62%,63.42,4.82
603929,亚翔集成,11.39,-6.02%,-0.73,3.14万,3663.02万,5.28%,11.99,11.35,11.84,12.12,1.51,1.47%,-191.75,2.29
688528,秦川物联,15.28,-6.03%,-0.98,9420,1479.56万,7.26%,16.28,15.1,16.28,16.26,1.55,2.36%,56.24,3.46
603093,南华期货,16.5,-6.04%,-1.06,5.10万,8649.75万,7.06%,17.69,16.45,17.56,17.56,1.75,4.62%,106.78,3.88
688018,乐鑫科技,136.88,-6.05%,-8.82,9548,1.32亿,7.33%,145.68,135,145.55,145.7,2.18,2.15%,101.65,6.74
603227,雪峰科技,4.5,-6.05%,-0.29,17.14万,7967.94万,8.35%,4.87,4.47,4.74,4.79,1.23,2.60%,24.49,2.24
600318,新力金融,9.29,-6.07%,-0.6,14.00万,1.34亿,6.88%,9.97,9.29,9.91,9.89,1.28,2.78%,122.75,3.73
603444,吉比特,393.77,-6.14%,-25.78,1.86万,7.52亿,7.33%,423.77,393,420,419.55,1.99,2.59%,26.71,7.98
600336,澳柯玛,8.84,-6.16%,-0.58,33.38万,2.99亿,4.03%,9.19,8.81,9.18,9.42,0.75,4.26%,48.42,3.42
600616,金枫酒业,9.75,-6.16%,-0.64,39.76万,3.93亿,6.16%,10.3,9.66,10.24,10.39,0.67,5.94%,5631.68,3.35
601965,中国汽研,13.83,-6.17%,-0.91,10.21万,1.43亿,6.45%,14.75,13.8,14.74,14.74,1.11,1.06%,30.1,2.83
603069,海汽集团,20.77,-6.19%,-1.37,9.55万,2.03亿,7.05%,22.06,20.5,22.06,22.14,0.64,3.02%,-46.78,6.42
601965,中国汽研,13.83,-6.17%,-0.91,10.22万,1.43亿,6.45%,14.75,13.8,14.74,14.74,1.11,1.06%,30.1,2.83
605198,德利股份,21.64,-6.20%,-1.43,9595,2134.69万,7.11%,23.2,21.56,22.8,23.07,1.45,4.80%,50.29,3.69
600468,百利电气,4.08,-6.21%,-0.27,8.77万,3676.14万,6.67%,4.36,4.07,4.33,4.35,1.5,0.78%,40.87,2.56
605088,冠盛股份,18.43,-6.21%,-1.22,2.77万,5217.13万,6.21%,19.53,18.31,19.53,19.65,1,6.93%,25.15,2.08
600108,亚盛集团,3.46,-6.23%,-0.23,63.86万,2.26亿,5.96%,3.66,3.44,3.66,3.69,1.44,3.28%,317.71,1.38
605169,洪通燃气,22.96,-6.25%,-1.53,3.68万,8662.17万,6.70%,24.6,22.96,24.6,24.49,1.08,9.21%,32.21,2.4
603383,顶点软件,28.06,-6.25%,-1.87,2.43万,6932.53万,6.41%,29.8,27.88,29.69,29.93,1.55,1.44%,57.45,4.19
603069,海汽集团,20.75,-6.28%,-1.39,9.56万,2.04亿,7.05%,22.06,20.5,22.06,22.14,0.64,3.02%,-46.73,6.42
605108,同庆楼,21.73,-6.30%,-1.46,2.71万,6029.75万,5.99%,23.01,21.62,22.84,23.19,2.47,5.42%,30.62,2.38
601579,会稽山,12.46,-6.32%,-0.84,17.28万,2.17亿,6.54%,13.16,12.29,13.01,13.3,0.59,3.47%,72.21,1.97
603987,康德莱,14.22,-6.32%,-0.96,8.62万,1.25亿,6.92%,15.13,14.08,15.13,15.18,1.71,1.98%,30.98,3.69
688578,艾力斯-U,27.9,-6.34%,-1.89,3.37万,9607.28万,7.05%,29.99,27.89,29.99,29.79,1.46,4.92%,-45.97,4.24
688215,瑞晟智能,42.66,-6.34%,-2.89,2824,1242.52万,7.71%,45.72,42.21,45.11,45.55,2.44,3.11%,66.06,3.94
688181,八亿时空,51.74,-6.35%,-3.51,9550,5088.77万,7.17%,55.46,51.5,55,55.25,1.33,1.28%,28.15,3.02
688577,浙海德曼,40.68,-6.35%,-2.76,3249,1349.37万,6.77%,43.49,40.55,43.49,43.44,1.53,2.65%,45.65,2.93
688039,当虹科技,53.72,-6.38%,-3.66,5784,3186.65万,6.54%,57.3,53.55,57.11,57.38,1.14,1.20%,157.94,3.1
688520,神州细胞-U,44.19,-6.42%,-3.03,1.31万,5969.82万,7.92%,47.65,43.91,47.35,47.22,1.39,2.73%,-28.04,24.86
688168,安博通,56,-6.42%,-3.84,4881,2801.28万,6.78%,59.96,55.9,59.84,59.84,1.34,1.75%,260.51,2.91
688519,南亚新材,29.54,-6.43%,-2.03,2.19万,6656.60万,6.59%,31.62,29.54,31.53,31.57,1.99,4.50%,58.07,2.72
605001,威奥股份,15.4,-6.44%,-1.06,2.82万,4489.16万,7.59%,16.55,15.3,16.47,16.46,1.16,3.73%,126.86,1.7
688519,南亚新材,29.53,-6.46%,-2.04,2.19万,6671.07万,6.62%,31.62,29.53,31.53,31.57,2,4.51%,58.05,2.72
600766,园城黄金,5.05,-6.48%,-0.35,6.13万,3204.31万,6.85%,5.39,5.02,5.39,5.4,1.7,2.74%,-489.66,19.02
603222,济民制药,11.37,-6.50%,-0.79,22.58万,2.65亿,7.07%,12.21,11.35,12.1,12.16,0.71,7.06%,78.33,4.18
605001,威奥股份,15.39,-6.50%,-1.07,2.82万,4489.31万,7.59%,16.55,15.3,16.47,16.46,1.16,3.73%,126.78,1.7
605198,德利股份,21.57,-6.50%,-1.5,9601,2135.99万,7.11%,23.2,21.56,22.8,23.07,1.45,4.80%,50.13,3.68
603069,海汽集团,20.7,-6.50%,-1.44,9.57万,2.04亿,7.05%,22.06,20.5,22.06,22.14,0.64,3.03%,-46.62,6.4
688363,华熙生物,139.67,-6.52%,-9.74,3.62万,5.22亿,9.58%,153.32,139.01,151.47,149.41,2.37,3.88%,114.91,13.92
688365,光云科技,24.5,-6.52%,-1.71,1.19万,3006.52万,7.40%,26.42,24.48,26.02,26.21,1.79,3.48%,125.66,8.98
600645,中源协和,18.33,-6.53%,-1.28,8.62万,1.61亿,6.88%,19.56,18.21,19.41,19.61,2.73,2.10%,48.33,2.37
688215,瑞晟智能,42.57,-6.54%,-2.98,2826,1243.37万,7.71%,45.72,42.21,45.11,45.55,2.43,3.11%,65.92,3.93
601375,中原证券,6.42,-6.55%,-0.45,283.30万,18.47亿,6.99%,6.74,6.26,6.67,6.87,1.4,10.60%,257.69,2.23
688129,东来技术,19.67,-6.56%,-1.38,1.33万,2672.42万,6.75%,20.88,19.46,20.8,21.05,1.57,4.87%,32.3,3.08
605099,共创草坪,25.9,-6.57%,-1.82,3.08万,8189.31万,7.61%,27.8,25.69,27.77,27.72,0.99,7.68%,24.76,5.97
603938,三孚股份,19.16,-6.58%,-1.35,1.30万,2574.14万,7.07%,20.45,19,20.45,20.51,2.33,0.87%,32.2,2.4
603179,新泉股份,35.89,-6.59%,-2.53,3.81万,1.41亿,6.82%,38.42,35.8,38.42,38.42,1.28,1.20%,58.71,4
603982,泉峰汽车,19.38,-6.60%,-1.37,8.27万,1.61亿,6.27%,20.3,19,20.3,20.75,1.13,10.16%,46.7,2.61
688679,通源环境,14,-6.60%,-0.99,3.21万,4627.78万,7.00%,15,13.95,14.93,14.99,0.99,10.72%,25.37,1.8
603811,诚意药业,20.49,-6.61%,-1.45,1.92万,4027.87万,6.24%,21.8,20.43,21.77,21.94,1.3,1.15%,24.98,4.22
688165,埃夫特-U,12.08,-6.65%,-0.86,3.25万,4051.48万,6.41%,12.89,12.06,12.89,12.94,2.18,2.76%,-58.02,2.88
688228,开普云,44.2,-6.69%,-3.17,4678,2121.24万,7.94%,47.52,43.76,47.52,47.37,3.42,3.08%,98.45,2.62
688051,佳华科技,71.86,-6.68%,-5.14,9487,6966.25万,7.26%,76.89,71.3,76.79,77,2.45,5.12%,47.21,3.96
688228,开普云,44.2,-6.69%,-3.17,4678,2121.24万,7.94%,47.52,43.76,47.52,47.37,3.42,3.08%,98.45,2.62
601375,中原证券,6.41,-6.70%,-0.46,283.51万,18.48亿,6.99%,6.74,6.26,6.67,6.87,1.4,10.60%,257.29,2.22
688108,赛诺医疗,12.35,-6.72%,-0.89,3.78万,4808.21万,7.33%,13.27,12.3,13.21,13.24,1.71,1.31%,77.45,4.58
605388,均瑶健康,21.9,-6.73%,-1.58,9.39万,2.10亿,6.22%,23.28,21.82,23,23.48,0.91,13.42%,35.78,4.92
688590,新致软件,17.16,-6.74%,-1.24,2.15万,3827.23万,7.01%,18.4,17.11,18.4,18.4,1.07,5.82%,69.25,3.12
688595,芯海科技,59.87,-6.74%,-4.33,1.79万,1.12亿,9.19%,65.4,59.5,62.73,64.2,2.24,8.78%,73.98,7.16
688678,福立旺,21.2,-6.81%,-1.55,3.46万,7566.71万,7.87%,22.8,21.01,22.8,22.75,1.08,9.80%,38.61,2.88
603933,睿能科技,9.97,-6.82%,-0.73,1.38万,1416.94万,8.60%,10.73,9.81,10.6,10.7,2.25,0.68%,90.4,1.95
688058,宝兰德,82.89,-6.82%,-6.07,3048,2609.96万,9.12%,90.56,82.45,87.32,88.96,0.77,1.40%,2470.34,3.6
600573,惠泉啤酒,10.76,-6.84%,-0.79,12.98万,1.43亿,6.15%,11.43,10.72,11.43,11.55,0.67,5.19%,53.23,2.3
688335,复洁环保,35,-6.87%,-2.58,4744,1704.09万,7.98%,37.57,34.57,37.02,37.58,2.69,2.86%,46.8,2.41
603508,思维列控,22.35,-6.88%,-1.65,2.01万,4617.53万,7.08%,23.92,22.22,23.92,24,2.1,0.89%,25.57,1.33
688080,映翰通,48.84,-6.94%,-3.64,2158,1080.37万,6.97%,52.46,48.8,52.2,52.48,1.52,1.73%,56.87,3.97
